gcr_number,GCR_NAME,admin_area,BLOCK_NAME,NAME,GCR_STATUS,GRID_REF,LATITUDE,LONGITUDE,EASTING,NORTHING,GCR_DATE,REVIEW_DATE,AGENCY,GCR_STATEMENT,SYSTEM,ESCC,SSSI_NAME
1347,The Cuillin,"Lochaber, Skye and Lochalsh and Argyll and the Islands",Quaternary of Scotland,Inner Hebrides,Notified,NG460230,57.23,-6.21,146000,823000,01-Feb-83,20-Aug-84,SNH,"A geomorphological locality of the highest importance for an assemblage of glacial and periglacial landforms. The Cuillin Hills is the classic area in Britain for erosional landforms associated with mountain glaciers. It includes unquestionably the finest assemblage of arˆtes, corries, rock steps, ice-moulded topography and roches moutonn‚es, together with the textbook glacial trough and basin occupied by Loch Coruisk. Periglacial rock weathering forms and screes and a range of ice-depositional features include classic end and lateral moraines; boulder moraines and hummocky moraines complete the key interest of one of the most outstanding mountain areas in Britain for glacial geomorphology.",Quaternary,IS,CUILLINS
1348,Ditchley Road Quarry,Oxfordshire,Bathonian,The Middle Jurassic stratigraphy of the Cotswolds,Notified,SP368198,51.88,-1.47,436800,219800,01-Apr-83,19-Feb-86,NE,"A fine exposure, showing a rock succession from the Bajocian Clypeus Grit up to the basal Taynton Limestone (progracilis Zone, Middle Bathonian). Above the fossil-bearing limestones of the Clypeus Grit, occurs the best available complete (6 metre thick) section of the Chipping Norton Limestone in Oxfordshire. The fossil rootlets present in the top of the Chipping Norton Limestone here are significant because they lend support to a proposed event correlation of the Chipping Norton Formation with the extensively- rootletted muds and sands of the Stamford Member (Rutland Formation) of Northamptonshire. This exposure of Chipping Norton Limestone is vital for our understanding of the types of environment prevalent across this part of the South Midlands during Lower Bathonian times. The quarry is also important in interpreting the lateral lithological changes that occur at the stratigraphic level of the Sharp's Hill Formation, since it lies geographically between type locality and the problematic Stonesfield area.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",DITCHLEY ROAD QUARRY
1349,Snowshill Hill (Hornsleasow Quarry),Gloucestershire,Bathonian,The Middle Jurassic stratigraphy of the Cotswolds,Notified,SP131323,51.99,-1.81,413100,232300,01-Apr-83,27-Mar-86,NE,"The rocks visible here form a richly-fossiliferous, standard sequence, essential for the interpretation of the smaller Bathonian sections in north Gloucestershire. The various rock types of the Sharp's Hill Formation are particularly fossiliferous, yielding superbly preserved corals and important gastropod faunas. The overlying Taynton Limestone has yielded age-diagnostic ammonites, indicative of the progracilis Zone (Middle Bathonian), and the basal Clypeus Grit limestones have yielded Parkinsonia (Parkinsonia) spp, indicating a Bajocian age. Between the fossiliferous Clypeus Grit and Sharp's Hill Formation lie the sedimentologically interesting, cross-bedded Hook Norton and Chipping Norton Limestones.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",HORNSLEASOW QUARRY
1350,Fyfield Down,Wiltshire CC,Quaternary of South Central England,,Notified,SU135710,51.44,-1.81,413500,171000,01-Apr-85,24-Feb-86,NE,"Fyfield Down is a high plateau of Chalk downland dissected by a system of dry valleys which contain one of the highest concentrations of sarsen stones in Britain. Classic examples of sarsen valley trains have formed through lateral transport of the stones under periglacial conditions. The exact period and environment of sarsen formation are controversial, but it is known that they are silcretes formed at, or near, the surface as is shown by the exceptional presence of rootlet channels and silicified roots in sarsens at Fyfield Down. The sarsens are important in the study of the denudational chronology and palaeoenvironmental history of southern England, and for comparative studies in north-west Europe. Fyfield Down not only displays the best assemblage of sarsens in Britain, but also includes periglacial features of considerable importance.",Quaternary,Relict Geomorphological Site,FYFIELD DOWN
1351,Ffestiniog Granite Quarry,GWYNEDD,Ordovician Igneous Rocks,Wales and adjacent areas,Confirmed,SH696453,52.99,-3.94,269600,345300,01-Apr-85,15-Mar-91,CCW,"The Tan-y-grisiau Microgranite represents one of the very few microgranite intrusions in the Ordovician marginal basin in Wales, which developed on the southern flank of the Iapetus Ocean and on the northern margin of the Gondwanaland Continent. It is excellently exposed in the Ffestiniog Granite Quarry where the xenolithic nature of the microgranite, its contact relationship with the surrounding sediments of Tremadoc age and the marginal facies of the microgranite are extremely well displayed.",Ordovician,,
1352,Ynyslas and Borth Bog,SOUTH WEST WALES,Quaternary of Wales,Quaternary Stratigraphy: west and south-west Wales,Notified,SN630912,52.50,-4.02,263000,291200,01-May-85,22-Apr-86,CCW,"Ynyslas and Borth is an important site on Cardigan Bay providing a detailed record of coastal and environmental changes during the Flandrian. The bottom of the succession comprises thick deposits of marine and estuarine silty clay and is overlain by a layer of reed peat and by a submerged forest bed which demonstrates a period of coastal stability. The submerged forest and underlying beds are well- exposed at Ynyslas and underlie Borth Bog inland. Pollen analysis and radiocarbon dating show that tree development began about 6,000 years ago but was terminated abruptly 1,000 years later by a relative rise in sea-level. At this time, a long storm beach developed to separate the Ynyslas coast from Borth Bog, where sphagnum peat began to accumulate in the wetter conditions. A wedge of estuarine-marine silty clay in the peat along the northern edge of Borth Bog may demonstrate a later marine incursion, lasting from 2,900-1,750 years BP. Since this time, Borth Bog has continued to develop into one of the largest and finest bogs occurring near sea- level anywhere in the British Isles. The locality is a key member of a national network of sites recording fluctuating environmental conditions and coastal changes during the Flandrian.",Quaternary,Rare/unique Mineral/ Fossil Site,Dyfi
1353,Llan-non,SOUTH WEST WALES,Quaternary of Wales,Quaternary Stratigraphy: west and south-west Wales,Confirmed,SN509673,52.28,-4.19,250900,267300,01-May-85,24-Nov-87,CCW,"Llanon is an important site for interpreting Late Pleistocene events in west Wales. The section provides a rare and excellent exposure through a periglacial alluvial fan and shows 1) Welsh till; 2) Irish Sea till; and 3) several gravel facies. The lower gravel deposits demonstrate excellent periglacial features including festoons and vertical bone structures and are clearly truncated and overlain by finer gravels that show evidence for a renewed phase of periglacial modification. A zone of weathering termed the Llansantffraid interglacial soil has been recorded between the till and the gravels and used to correlate the Pleistocene succession in Ireland with that in Wales. However, its pedological and chronological status is now disputed. Whilst the precise dating of the deposits at Llanon is not yet established, the fine stratigraphic detail recording sedimentary and environmental changes is of significant interest for Pleistocene studies.",Quaternary,Coastal and River Cliffs,
1354,Gwydir Bay,GWYNEDD,Quaternary of Wales,Quaternary Stratigraphy: north-west Wales,Notified,SH389479,53.00,-4.40,238900,347900,01-May-85,24-Nov-87,CCW,"Gwydir Bay is an important Pleistocene site for the most extensive and well-exposed sections in northern Lleyn of till derived from southward-moving Irish Sea ice. Massively bedded, pink/grey, shelly Irish Sea till is replaced northwards by well-bedded, virtually horizontal sands and gravels. Both the till and gravels are thought to belong to the oldest known glacial advance in the area, the Trevor Advance, and clearly demonstrate a major incursion of Irish Sea ice onto the north Lleyn coast. The precise timing of this glacial event has not yet been established beyond doubt but amino- acid dates may clarify the chronology. Gwydir Bay is an important reference site for the Trevor Till.",Quaternary,Coastal and River Cliffs,Gwydir Bay
1355,Y Llethr,GWYNEDD,Quaternary of Wales,The Quaternary of North Wales,Notified,SH659261,52.82,-3.99,265900,326100,01-May-85,24-Nov-87,CCW,"Y Llethr is a unique geomorphological site in the Rhinog Mountains exhibiting an unusual range of periglacial landforms, some of which may be associated with the climatic deterioration of the Little Ice Age c1,550-1,750 AD. Features represented include non-sorted stripes, terracettes and ploughing blocks with prominent bow waves and furrows. However, the most significant feature of the site is a stone wall built before 1815 (possibly Tudor in age) which has been deformed into a series of stone-banked lobes apparently by gelifluction. The site, therefore, provides unique evidence in Wales that some periglacial landforms may have originated during the Little Ice Age.",Quaternary,Active Process Geomorphological Site,Rhinog
1356,Llyn Gwernan,GWYNEDD,Quaternary of Wales,The Quaternary of Mid Wales,Confirmed,SH702158,52.72,-3.92,270200,315800,01-May-85,10-Dec-87,CCW,"Llyn Gwernan is an important palynological site, notable for an unusual thickness of Devensian late-glacial organic deposits. These deposits preserve a detailed pollen record which, together with radiocarbon dates, has allowed far greater resolution of late- glacial environmental change in Wales than at other sites. Organic sedimentation began at about 13,200 BP, providing a minimum age for Late Devensian deglaciation of the area. Palynological evidence shows a deterioration of climate from about 12,120 BP, eventually culminating in the Loch Lomond Stadial; there is no evidence for a Bolling oscillation recorded at some other sites. The onset of the Loch Lomond Stadial is defined by an abrupt lithological change from organic lake muds to clay-rich minerogenic sediment at about 11,160 BP and is accompanied by a change from tree, shrub and warmth-loving herb pollen to that of open habitat herbs. The transition between the Loch Lomond Stadial and the Flandrian occurred at about 10,040 BP which confirms dates from other sites.",Quaternary,Rare/unique Mineral/ Fossil Site,
1357,Lleiniog,ISLE OF ANGLESEY,Quaternary of Wales,Quaternary Stratigraphy: north-west Wales,Notified,SH619787,53.29,-4.07,261900,378700,01-May-85,29-Jan-87,CCW,"Lleiniog provides one of the finest exposures through Late Pleistocene deposits of Irish Sea origin in North Wales. The succession comprises a series of current-bedded sands and gravels which reach thicknesses of 8-9m, overlain by massively-bedded, pink/ grey Irish Sea till. The coastal cliffs also reveal a submerged forest and marine sediments which may prove valuable in elaborating post-glacial coastal changes in North Wales. Rock fragments in the glacial deposits include local cherts and limestone and also further-travelled rocks, notably Shap Granite and Ailsa Craig microgranite which demonstrate clearly the northern origin of the sediments. The deposits also contain fragments of coal which may have been derived from an as yet unidentified submarine outcrop. The exact nature of the depositional conditions responsible for the sands and gravels at Lleiniog, in addition to the precise dating of the deposits, remains to be established. The sections provide some of the clearest evidence in North Wales for an incursion of Irish Sea ice during the Late Pleistocene, and a combination of fine stratigraphic detail and the quality of the exposure make Lleiniog an important site for Quaternary studies.",Quaternary,Coastal and River Cliffs,Lleiniog
1358,Moelwyn Mawr,GWYNEDD,Quaternary of Wales,The Quaternary of North Wales,Notified,SH660450,52.99,-4.00,266000,345000,01-May-85,09-Dec-87,CCW,"Moelwyn Mawr is important for Pleistocene geomorphology, in particular for two types of landform whose origin is controversial. At Cwm Croesor a series of transverse boulder ridges with steep scarp fronts has been interpreted as a fossil rock glacier. As yet, its precise age and mode of formation are debatable: one suggestion is that it may have formed by unusally heavy rockfalls which swamped a small corrie glacier of Loch Lomond Stadial age. On the north- eastern slopes of nearby Moelwyn Mawr, a well-developed series of unsorted vegetated stripes covers an area of ca20ha. These stripes are arguably the finest examples of their kind in Wales. Although conventionally believed to be fossil features formed during a past episode or episodes of periglacial conditions, there is some evidence to suggest that they may be forming at the present time. Moelwyn Mawr is, therefore, a site of substantial geomorphological interest.",Quaternary,Active Process Geomorphological Site,Moelwyn Mawr
1359,Moel Tryfan,GWYNEDD,Quaternary of Wales,Quaternary Stratigraphy: north-west Wales,Notified,SH518561,53.08,-4.21,251800,356100,01-May-85,09-Mar-89,CCW,"Moel Tryfan is a classic Pleistocene site of considerable historical importance for high-level shelly deposits described for the first time by Trimmer in 1831. In the 19th century the site was central to the debate between the diluvialists and the glacialists and has remained controversial with respect to the origin and dating of the sediments. Conventially a tripartite division of till, sands and gravels and till has been recognised. The sediments were first interpreted as the product of marine submergence during the Biblical Flood. Later, the effects of glaciations were recognised in the till units, whilst a period of marine submergence was invoked to account for the intervening shelly sands and gravels. Subsequently, it was thought that the shelly deposits dated from an early advance of ice from the Irish Sea, surviving as high-level remnants of old drift cover. More recently, radiocarbon and amino- acid dating indicate that they are Late Devensian in age. Moel Tryfan played an important role in the development of the Glacial Theory and it continues to be a site of considerable interest for Pleistocene studies.",Quaternary,"Exposures in Disused Quarries, Pits and Cuttings",Moel Tryfan
1360,Llyn Peris,GWYNEDD,Quaternary of Wales,The Quaternary of North Wales,Confirmed,SH593593,53.11,-4.10,259300,359300,01-May-85,10-Dec-87,CCW,"The shores of Llyn Peris are important for exceptionally fine examples of glaciated bedrock surfaces and small-scale forms of glacial erosion. Although it is some 13,000 years since the area was last glaciated, features including glacial striae, friction cracks, sichelwannen and sinuous grooves and channels have been remarkably well-preserved from subaerial weathering beneath the lake waters. Both the diversity of the forms and their degree of freshness make Llyn Peris an important site for studies of glacial erosion and glacier rock bed forms.",Quaternary,,
1361,Cwm Dwythwch,GWYNEDD,Quaternary of Wales,The Quaternary of North Wales,Notified,SH570580,53.10,-4.14,257000,358000,01-May-85,25-Apr-86,CCW,"Cwm Dwythwch is important for interpreting Late Devensian glacial history and environmental conditions in North Wales. It provides geomorphological evidence in the form of moraines for two separate glacial stages. Pollen analysis from a core taken inside the outer moraine demonstrates that the latter pre-dates the Loch Lomond Stadial. While its exact age and origin are uncertain, it provides some of the best evidence for elaborating glacial conditions at the end of, or immediately following the last major glaciation of the area. During the later Loch Lomond Stadial, small glaciers again occupied the cwm and formed inner moraines. The pollen record preserved in the sediments in the floor of the cwm extends back to the early part of the late-glacial and provides a record of late-glacial and early Flandrian environmental changes.",Quaternary,Rare/unique Mineral/ Fossil Site,Cwm Dwythwch
1362,Glanllynnau,GWYNEDD,Quaternary of Wales,Quaternary Stratigraphy: north-west Wales,Confirmed,SH459373,52.91,-4.29,245900,337300,01-May-85,24-Nov-87,CCW,"Glanllynnau is a most important site for studies of the Late Devensian in Wales. A low coastal cliff reveals a sequence comprising 1) grey till interbedded at the top with stratified sediments; the upper part of the unit is also weathered and contains ice-wedge structures; 2) sand and gravel with folding and faulting; 3) till. At the surface and inland, kettleholes contain a succession of late-glacial and early Flandrian inorganic and organic deposits. The glacial sediments have been interpreted as the product of separate ice advances, but recent work has shown that the sequence can also be explained in terms of a single glaciation during the Late Devensian. The site might therefore provide a valuable model for reinterpreting other multiple till sequences in Wales. Radiocarbon analysis and studies of pollen and Coleoptera in the late-glacial sediments further enhance the significance of the site for environmental reconstructions. Glanllynnau has yielded the earliest radiocarbon date (14,468ñ300 BP) for deglaciation in Wales. Further it is the only site in Wales where Coleoptera have been studied to produce a detailed palaeotemperature reconstruction.",Quaternary,Coastal and River Cliffs,
1363,Craig Cerrig-gleisiad,POWYS,Quaternary of Wales,The Quaternary of South Wales,Notified,SN964223,51.89,-3.51,296400,222300,01-May-85,15-Aug-88,CCW,"Cwm Cerrig-gleisiad provides important geomorphological evidence for Late Devensian glaciation in the Brecon Beacons and also a pollen record which has significant bearing both on the age of the last glaciers in the area and on Flandrian vegetation changes in upland South Wales. A complex of glacial deposits extends beyond the lip of the corrie and is succeeded up-valley by an arcuate end moraine. While the age and origin of the former are debatable and could relate to a stage of the last ice-sheet glaciation or a pre- or early-Loch Lomond Stadial ice advance, they provide the potential for elaborating the glacial history of the area. Comparison of the pollen stratigraphy from within the end moraine with that from Traeth Mawr provides the clearest evidence in the region to date indirectly the last glaciers to the Loch Lomond Stadial. Further, the pollen record from Cwm Cerrig-gleisiad, in conjunction with that from other sites, has allowed a detailed reconstruction of Flandrian vegetation and environmental history in the Brecon Beacons.",Quaternary,Rare/unique Mineral/ Fossil Site,Brecon Beacons
1364,Cwm Llwch,POWYS,Quaternary of Wales,The Quaternary of South Wales,Notified,SO005220,51.89,-3.45,300500,222000,01-May-85,15-Aug-88,CCW,"Cwm Llwch is a classic landform locality providing a particularly fine example of a corrie cut into the Old Red Sandstone escarpment of the Brecon Beacons. It would have acted as a source of ice on a number of occasions during the Pleistocene and contains a tarn and a striking 25m high terminal moraine that probably formed during the very last glacial episode, the Loch Lomond Stadial.",Quaternary,Rare/unique Mineral/ Fossil Site,Brecon Beacons
1365,Minchin Hole Cave,SWANSEA,Quaternary of Wales,Quaternary Stratigraphy: Gower,Notified,SS555869,51.56,-4.08,255500,186900,01-Sep-82,19-Dec-85,CCW,"Minchin Hole is a large, coastal cave containing vital evidence for the Pleistocene history of South Wales. It has been studied for over a century and is famous for diverse faunal remains of Ipswichian Interglacial and older ages contained within a complex sequence of marine and terrestrial sediments. This sequence of fossiliferous sediments now dated by amino-acid and uranium series methods is critical in providing a rare opportunity to compare and correlate inferred climatic changes with changes in sea-level and local terrestrial environments as reflected in the biostratigraphy and lithostratigraphy. Minchin Hole is regarded as the type site for the Patella raised beach which has been commonly used as a stratigraphic marker horizon throughout south-west Britain. Also, it is unique in South Wales in demonstrating two raised beaches of demonstrably different ages superimposed in a single section. Recent investigations suggest that these beaches represent two separate interglacials. Minchin Hole is, therefore, a site of the highest importance for Pleistocene studies in Britain.",Quaternary,Rare/unique Mineral/ Fossil Site,Minchin Hole
1366,Bacon Hole Cave,SWANSEA,Quaternary of Wales,Quaternary Stratigraphy: Gower,Notified,SS561868,51.56,-4.08,256100,186800,01-Sep-82,23-Oct-86,CCW,"Bacon Hole is a cave site containing important evidence for Pleistocene studies. The interest comprises a complex sequence of marine and terrestrial sediments incorporating faunal remains of Ipswichian Interglacial age. Amino-acid and uranium series dates have been obtained. Like Minchin Hole, Bacon Hole provides a rare opportunity to compare and correlate inferred climatic changes with changes in sea-level and local terrestrial environments as reflected in the biostratigraphy and lithostratigraphy. Bacon Hole is exceptionally important in providing evidence for possibly the most detailed sequence of faunal changes recorded at any Ipswichian site in Britain.",Quaternary,Rare/unique Mineral/ Fossil Site,Pwll Du Head and Bishopston Valley
1367,Bosco's Den,SWANSEA,Quaternary of Wales,Quaternary Stratigraphy: Gower,Notified,SS559868,51.56,-4.08,255900,186800,01-Jul-85,16-Jul-84,CCW,"Bosco's Den is a large fissure cave containing in situ fossiliferous deposits of Late Pleistocene age. The site was originally excavated during the nineteenth century and yielded remains of many Devensian mammals, including ox, wolf, bear, fox and over 1,000 deer antlers. Although the stratigraphy of the cave has not been fully assessed, about 2m of fossiliferous cave earth mixed with angular limestone fragments remains, resting on raised beach sediments. The site has significant potential for providing a comprehensive Devensian fauna for comparison with the records from Minchin Hole and Bacon Hole.",Quaternary,Rare/unique Mineral/ Fossil Site,Pwll Du Head and Bishopston Valley
1368,Cat Hole Cave,SWANSEA,Quaternary of Wales,Quaternary Stratigraphy: Gower,Notified,SS538900,51.59,-4.11,253800,190000,01-Jul-85,08-Mar-91,CCW,"Cat Hole Cave is an important Pleistocene site for a series of deposits containing artefactual and faunal remains that have been dated to the end of the last glaciation (Late Devensian). The deposits comprise a lower silty clay overlain by thermoclastic scree. Numerous flint artefacts of Creswellian type have been found in the scree together with an extensive cold fauna. The fauna includes many typically Devensian mammals, eg mammoth, woolly rhino, horse, reindeer, arctic fox, spotted hyaena and abundant small mammals such as arctic lemming. The fossiliferous scree is succeeded by a humus-rich horizon containing Early to Middle Bronze Age and Mediaeval remains. The evidence from Cat Hole Cave, therefore, extends the Pleistocene record derived from the older Devensian and Ipswichian faunas found nearby at Minchin Hole and Bacon Hole.",Quaternary,Rare/unique Mineral/ Fossil Site,Llethrid Valley
1369,Cefn and Galltfaenan Caves,CONWY AND DENBIGHSHIRE,Quaternary of Wales,The Quaternary of North Wales,Notified,SJ021705,53.22,-3.47,302100,370500,01-Jul-85,21-Feb-91,CCW,"Cefn and Galltfaenan Caves are important Pleistocene sites which have yielded faunas of both Ipswichian and Devensian ages from clearly distinct horizons. In Cefn Cave, the Ipswichian Interglacial fauna includes hippopotamus and straight-tusked elephant, Palaeoloxodon antiquus, whilst the Devensian cold stage is represented by horse, woolly rhino, mammoth and reindeer. Galltfaenan Cave contains deposits which have yielded remains of hyaena, bear and reindeer of presumed Devensian age. Together, the two caves are important for elaborating the Pleistocene history of North Wales.",Quaternary,Rare/unique Mineral/ Fossil Site,Cefn Rocks and Caves
1370,Wardie,City of Edinburgh,Carboniferous - Permian Fish/Amphibia,British Carboniferous fossil fishes sites,Notified,NT245771,55.98,-3.21,324500,677100,01-Aug-87,29-Sep-87,SNH,"This site has yielded a rich and diverse fauna of lower Carboniferous (Visean) fossil fish over the last one hundred and fifty years, including the type material of eight species, one of which is unique to the site. Eighteen species of fish have so far been recorded from the locality. These are found within siderite nodules which has led to the fossils being preserved in a fine and complete state, so that detailed anatomical work can be attempted. This site is one of only two in the UK which yields complete elasmobranch fish, and is the type locality for one of the two species occurring here. The sharks, which occur only rarely at other localities, are found abundantly at this site. These forms are considered to be marine but they are here associated with non-marine actinopterygians. It is possible that the fish-bearing strata here preserve evidence of salinity fluctuations in marginal marine and lagoonal environments. This is also the type locality for the unique amphibian Lethiscus stocki, the oldest known European amphibian. This is a key site for studies of Carboniferous vertebrates.",Carboniferous,"FM,EC",WARDIE SHORE
1371,Pontnewydd Cave,CONWY AND DENBIGHSHIRE,Quaternary of Wales,The Quaternary of North Wales,Notified,SJ015710,53.23,-3.48,301500,371000,01-Jul-85,02-Jan-00,CCW,"Pontnewydd is one of the richest surviving cave sites in Britain for a complex sequence of deposits which include faunal, artefactual and hominid remains of critical importance for reconstructing Middle and Late Pleistocene events in North Wales. A human tooth from the site represents the earliest hominid specimen from Wales (200,000 years old) and the second oldest from Britain, giving the site an international significance. This molar closely resembles those of early Neanderthal Man and was found in association with over 300 artefacts including Acheulian handaxes and scrapers. The site is also of outstanding significance in providing evidence for a pre-Ipswichian cold stage fauna. It has considerable potential for further research to elucidate Pleistocene environments and geomorphology and provide reliable stratigraphic frameworks. Further, as the cave is situated close to the suggested maximum extent of Irish Sea ice, it may provide a means to date advances of both this ice and local Welsh ice.",Quaternary,Rare/unique Mineral/ Fossil Site,Bryn Cefn Wood and Pontnewydd Cave
1372,"Tremeirchion Caves (Cae Gwyn, Ffynnon Beuno)",CONWY AND DENBIGHSHIRE,Quaternary of Wales,The Quaternary of North Wales,Notified,SJ085724,53.24,-3.37,308500,372400,01-Jul-85,02-Jan-00,CCW,"Tremeirchion is a very important site for dating Late Pleistocene events in North Wales. Two caves, Cae Gwyn, and Ffynnon Beuno, have yielded rich Devensian mammalian faunas including the remains of mammoth, woolly rhino, spotted hyaena, lion and reindeer, together with human artefacts of Aurignacian and early Solutrean ages. Cae Gwyn is a cave of considerable historical interest and is noted for providing some of the earliest clear evidence for the association of man-made stone tools with the remains of extinct mammals. The Tremeirchion caves are particularly significant in that the fossiliferous deposits, which have been radiocarbon dated, were sealed by undisturbed Irish Sea till and therefore provide a means of dating the latter to the Late Devensian. The penetration of Irish Sea ice inland also has implications for the extent of local Welsh ice. The Tremeirchion caves provide both complementary and contrasting evidence to the caves at Cefn which have yielded faunas of Ipswichian and Devensian ages.",Quaternary,Rare/unique Mineral/ Fossil Site,Ffynnon Beuno and Cae Gwyn Caves
1373,Alveley Grindstone Quarry,Shropshire CC,Westphalian,English Midlands,Notified,SO758848,52.46,-2.36,375800,284800,01-May-85,16-Apr-86,NE,"The best available exposure of massive red sandstone channels with shale lags belonging to the Keele Formation. Of particular interest is the presence of plant fossils, which have been interpreted as conifer remains. These deposits provide an important insight into the changing conditions in Britain towards the end of the Carboniferous Period, when the coal-forming swamps and deltas were giving way to the desert-like conditions of the Permian, as a result of the Variscan mountain building episode.",Carboniferous,"Exposures in Disused Quarries, Pits and Cuttings",ALVELEY GRINDSTONE QUARRY
1374,Lower Stanton St Quintin Quarry & Stanton St Quintin Motorway Cutting,Wiltshire CC,Bathonian,The Middle Jurassic stratigraphy of the Cotswolds,Notified,ST920806,51.52,-2.12,392000,180600,01-May-85,24-Feb-86,NE,"These two localities expose a continuous composite section from the top of the Middle Jurassic Forest Marble (Upper Bathonian) up to the base of the Kellaways Beds (Lower Callovian). They, therefore, provide one of the country's few complete exposures of the Cornbrash, a formation developed along most of the length of the English Jurassic outcrop. These sections have yielded ammonites of biostratigraphic importance (Clydoniceras, Macrocephalites). They display a thick development of the Lower Cornbrash, while the motorway cutting sections shows that the Upper Cornbrash of the region is actually developed in Kellaways Beds facies. The Lower Cornbrash of both cutting and quarry is notably fossiliferous, yielding characteristic fossils, as well as more localised species such as Ornithella foxleyensis.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",STANTON ST. QUINTIN QUARRY & MOTORWAY CUTTING
1375,North Berwick Coast,East Lothian and Midlothian,Carboniferous - Permian Igneous,Dinantian volcanic rocks of the Midland Valley of Scotland and adjacent areas,Notified,NT496858,56.06,-2.81,349600,685800,01-Apr-83,21-Nov-88,SNH,"The coast in the neighbourhood of North Berwick provides excellent and extensive exposures of a wide range of early Carboniferous volcanic rocks and structures which have been much used for education and research. Of particular importance are a number of volcanic vents, some agglomerate-filled and others composite. Within the vent agglomerates, there occur not only fragments of the volcanic rocks and of the sediments beneath, but also nodules of unusual iron and magnesium-rich rocks deficient in silica which are thought to have been derived from the lower boundary of the Earth's crust. These are of great significance in that they indicate the level where the magma which caused the vulcanicity originated and the nature of the material from which it was derived. The chemical composition of the volcanic rocks is also of value as a starting point to the sequence of complex changes which occurred as the vulcanicity ran its course across southern and central Scotland; evidence from this site can also be expected to be of significance in the search for an understanding of the complex relationship between the development of the rift valley of the Scottish Midlands and its associated volcanic activity.",Carboniferous,EC,NORTH BERWICK COAST
1376,Traprain Law,East Lothian and Midlothian,Carboniferous - Permian Igneous,Dinantian volcanic rocks of the Midland Valley of Scotland and adjacent areas,Notified,NT581746,55.96,-2.67,358100,674600,01-Apr-83,29-Apr-86,SNH,"A number of intrusions are associated with the assemblage of Permo- Carboniferous eruptive volcanic rocks in East Lothian and prominent among these is Traprain Law. The rock is an unusual variety known as phonolite, a medium-grained, light-coloured rock rich in alkalies but poor in silica and iron; its importance lies in the affinities its chemical composition shows to many of the more evolved lavas and plugs which had been erupted earlier and the light these shed on the magmatic evolution of the Province. The form of the Traprain Law intrusion has most generally been interpreted as a laccolith (a mushroom-shaped mass combining a lenticlur sill above a vertical feeding-pipe); should this interpretation be correct, the Traprain intrusion is one of the few British examples. Veins formed by the last part of the magma to remain liquid cut the normal phonolite and are noteworthy for their content of fine mineral specimens.",,"EO,ED",TRAPRAIN LAW
1377,Howford Bridge,East Ayrshire and North Ayrshire Mainland,Carboniferous - Permian Igneous,Silesian and Early Permian volcanic rocks of Scotland,Notified,NS515254,55.50,-4.35,251500,625400,01-Apr-83,26-Mar-85,SNH,"The chemical composition of the Permo-Carboniferous igneous rocks of Scotland has been interpreted as showing complex, but systematic variations with time; this interpretation has far-raching implications for determining the genesis of the volcanic activity. The youngest members of the assemblage, whose age can be demonstrated without question, are a sequence of lava flows found in the Mouchline Basin; they are unique not only in the timing of their eruption but also in their petrological character and thus provide irreplaceable evidence to any overall study of the volcanic activity. The rocks are well-seen at Howford Bridge.",,EW,HOWFORD BRIDGE
1378,Lugar,East Ayrshire and North Ayrshire Mainland,Carboniferous - Permian Igneous,Alkaline basic sills and dykes of Scotland,Notified,NS600215,55.47,-4.21,260000,621500,01-Apr-83,26-Mar-85,SNH,"An important contribution to the study of magmatic evolution has been derived from sills formed from basaltic magma which has been enriched in alkalis. Perhaps the most closely studied, most frequently cited and the most widely known example is that exposed at Lugar. The intrusion consists of several varieties of rock and their disposition and detailed characteristics have long been interpreted as originating through the intrusion of parental magma which further evolved after it had been emplaced. The site is the type locality for lugarite, a rare type of igneous rock. The interpretations based on the exposures at Lugar have much influenced the study of petrology and are thus of international significance.",,"EO,EW",LUGAR SILL
1379,"Benbeoch, Dalmellington",East Ayrshire and North Ayrshire Mainland,Carboniferous - Permian Igneous,Alkaline basic sills and dykes of Scotland,Notified,NS492085,55.35,-4.38,249200,608500,01-Apr-83,26-Mar-85,SNH,"Sills of alkali-enriched basaltic composition form an integral part of the Permo-Carboniferous igneous activity in central and southern Scotland and have long been a source of evidence relating to the different processes which effect magmatic evolution. At Benbeoch one such sill provides a clear indication that one of its constituent minerals - olivine ((Mg, Fe)2SiO4), magnesium-iron silicate - had crystallised and accumulated from the magma before intrusion and that another - augite, a complex calcium-magnesium-iron silicate - also crystallised early in the cooling process. This sill is the type locality for the rock, kylite, which shows enrichment in both alkali-bearing minerals and olivine; its departure from the presumed parental magma is the result of a long and varied experience of evolutionary processes.",,EA,BENBEOCH
